B0:19:C6	Apple, Inc.	2017-05-23	2017-05-23
00:1B:10	ShenZhen Kang Hui Technology Co.,ltd	2007-01-11	2015-09-27
00:23:65		2008-10-25	2016-11-22
00:75:32		2014-03-11	2015-09-27
00:A0:D6	SBE, Inc.	1980-01-01	2015-09-27
90:6D:C8	DLG Automação Industrial Ltda	2010-01-05	2015-09-27
00:11:B5	Shenzhen Powercom Co.,Ltd	2004-06-30	2015-09-27
DC:85:DE	AzureWave Technology Inc.	2012-05-01	2015-11-15
A4:29:85	Sichuan AI-Link Technology Co., Ltd.	2019-12-11	2019-12-11
34:D9:54	WiBotic Inc.	2017-02-21	2017-02-21
04:5E:A4	SHENZHEN NETIS TECHNOLOGY CO.,LTD	2019-08-31	2019-08-31
00:1A:2A	Arcadyan Technology Corporation	2006-11-29	2015-09-27
85:21:34	Meter, Inc.	
14:13:33	AzureWave Technology Inc.	2020-08-19	2020-08-19
85:10:33	HP Inc.	
78:C3:E9	Samsung Electronics Co.,Ltd	2015-12-03	2015-12-03
00:0C:37	Geomation, Inc.	2003-02-07	2015-09-27
44:00:10	Apple, Inc.	2015-09-27	2015-09-27
00:C6:10	Apple, Inc.	2011-08-31	2017-10-11
00:30:1C	ALTVATER AIRDATA SYSTEMS	2000-11-09	2015-09-27
2C:71:55	HiveMotion	2013-07-29	2015-09-27
D8:EF:42	Huawei Device Co., Ltd.	2020-06-06	2020-06-06
00:90:7D	Lake Communications	2000-11-09	2015-09-27
90:6F:A9	NANJING PUTIAN TELECOMMUNICATIONS TECHNOLOGY CO.,LTD.	2015-05-23	2015-09-27
00:26:60		2010-01-05	2015-09-27
FC:BC:9C	Vimar Spa	2016-02-10	2016-02-10
44:A6:E5	THINKING TECHNOLOGY CO.,LTD	2014-05-27	2015-09-27
30:B9:B0	Intracom Asia Co., Ltd	2020-01-15	2020-01-15
04:81:9B	BSkyB Ltd	2019-05-17	2019-05-17
74:99:75		2012-06-14	2015-09-27
60:39:1F	ABB Ltd	2010-01-05	2015-09-27
DC:44:27	IEEE Registration Authority	2015-07-23	2016-04-27
00:50:BC	HAMMER STORAGE SOLUTIONS	2000-11-09	2015-09-27
91:39:04	Impex-Sat GmbH&amp;Co KG	
84:26:15	ADB Broadband Italia	2014-01-12	2015-09-27
9C:AF:6F	ITEL MOBILE LIMITED	2017-02-21	2017-02-21
48:3C:0C	HUAWEI TECHNOLOGIES CO.,LTD	2016-04-11	2016-04-11
F4:D9:C6	UNIONMAN TECHNOLOGY CO.,LTD	2019-10-09	2019-10-09
08:FA:28	HUAWEI TECHNOLOGIES CO.,LTD	2021-06-03	2021-06-03
88:F7:C7	Technicolor CH USA Inc.	2013-11-12	2018-03-08
68:4B:88	Galtronics Telemetry Inc.	2010-04-11	2015-09-27
24:2C:FE	Zhejiang Tmall Technology Co., Ltd.	2022-03-09	2022-03-09
00:1D:51	Babcock & Wilcox Power Generation Group, Inc	2007-08-18	2015-09-27
34:51:AA	JID GLOBAL	2014-02-25	2015-09-27
2C:79:D7	Sagemcom Broadband SAS	2018-06-25	2018-06-25
60:D7:E3	IEEE Registration Authority	2017-02-21	2017-02-21
00:18:FD	Optimal Technologies International Inc.	2006-07-14	2015-09-27
00:15:EA	Tellumat (Pty) Ltd	2005-09-23	2015-09-27
58:65:E6	infomark	2013-01-09	2020-06-04
00:51:09	PixStream Incorporated	
20:E7:91	Siemens Healthcare Diagnostics, Inc	2013-09-12	2015-09-27
08:00:07	Apple, Inc.	1980-01-01	2017-10-11
D8:9E:3F	Apple, Inc.	2011-03-17	2017-10-11
EC:C4:0D	Nintendo Co.,Ltd	2018-06-25	2018-06-25
6C:A4:01	essensys plc	2022-01-08	2022-01-08
00:14:5E	IBM Corp	2005-04-14	2015-09-27
F8:E4:3B	ASIX Electronics Corporation	2020-09-12	2020-09-12
00:00:DC	HAYES MICROCOMPUTER PRODUCTS	2000-11-09	2015-09-27
00:04:6F	Digitel S/A Industria Eletronica	2000-12-04	2015-09-27
20:16:D8	Liteon Technology Corporation	2013-01-09	2015-09-27
28:6D:97	SAMJIN Co., Ltd.	2013-06-20	2015-09-27
CC:07:AB	Samsung Electronics Co.,Ltd	2013-07-29	2015-09-27
00:01:4F	Adtran Inc	2000-11-09	2015-09-27
18:BC:5A	Zhejiang Tmall Technology Co., Ltd.	2017-05-23	2017-05-23
00:00:B3	CIMLINC INCORPORATED	2000-11-09	2015-09-27
08:68:D0	Japan System Design	2013-01-09	2015-09-27
00:1E:B9	Sing Fai Technology Limited	2007-12-31	2015-09-27
A0:B0:45	Halong Mining	2018-01-25	2018-01-25
F0:EC:39	Essec	2010-01-05	2015-09-27
D0:57:A1	Werma Signaltechnik GmbH & Co. KG	2014-01-12	2015-09-27
00:1B:A5	MyungMin Systems, Inc.	2007-03-01	2015-09-27
B4:3D:B2	Degreane Horizon	2010-03-01	2015-09-27
00:36:00	Rosen Aviation	
DC:F7:19	Cisco Systems, Inc	2018-06-25	2018-06-25
40:31:07	Conlog (Pty) Ltd	
00:40:A8	IMF INTERNATIONAL LTD.	2000-11-09	2015-09-27
00:0F:ED	Anam Electronics Co., Ltd	2004-04-03	2015-09-27
EC:F6:BD	SNCF MOBILITÉS	2018-07-17	2018-07-17
20:B7:30	TeconGroup, Inc	2020-12-12	2020-12-12
F4:97:C2	Nebulon Inc	2019-06-13	2019-06-13
28:F6:06	Syes srl	2012-04-08	2015-09-27
F4:4E:38	Olibra LLC	2021-02-25	2021-02-25
5C:49:7D	Samsung Electronics Co.,Ltd	2016-06-11	2017-02-21
04:92:26		2018-07-23	2018-07-23
C8:05:9E	Hefei Symboltek Co.,Ltd	2021-03-02	2021-03-02
00:20:BF	AEHR TEST SYSTEMS	1980-01-01	2015-09-27
78:59:00	HUAWEI TECHNOLOGIES CO.,LTD	
70:5A:AC	Samsung Electronics Co.,Ltd	2017-11-02	2017-11-02
70:32:D5	Athena Wireless Communications Inc	2011-03-17	2015-09-27
00:26:6B	SHINE UNION ENTERPRISE LIMITED	2010-01-05	2015-09-27
50:15:19	iRobot Corporation 	
D8:B0:2E	Guangzhou Zonerich Business Machine Co., LTD.	2013-01-09	2016-04-01
74:04:F1	Intel Corporate	2021-12-30	2021-12-30
74:32:C2	KYOLIS	2021-06-11	2021-06-11
A4:71:74	HUAWEI TECHNOLOGIES CO.,LTD	2016-04-11	2016-04-11
0C:75:6C	Anaren Microwave, Inc.	2015-04-18	2015-09-27
88:9B:39	Samsung Electronics Co.,Ltd	2013-03-28	2015-09-27
00:27:17	DEIF A/S	2010-01-05	2015-09-27
00:06:39	Newtec	2001-06-04	2015-09-27
F4:79:60	HUAWEI TECHNOLOGIES CO.,LTD	2018-12-28	2018-12-28
00:0A:B9	Astera Technologies Corp.	2002-10-14	2015-09-27
00:80:55		2000-11-09	2015-09-27
9C:E1:0E	NCTech Ltd	2012-04-08	2015-09-27
00:18:0E	Avega Systems	2006-04-21	2015-09-27
00:06:DD	AT & T Laboratories - Cambridge Ltd	2001-10-24	2015-09-27
68:97:E8	Society of Motion Picture &amp; Television Engineers	2013-03-10	2015-09-27
00:40:3E	RASTER OPS CORPORATION	2000-11-09	2015-09-27
EC:0D:9A	Mellanox Technologies, Inc.	2016-08-09	2016-08-09
00:30:B6	Cisco Systems, Inc	2000-11-09	2015-09-27
00:09:ED	CipherOptics	2002-06-05	2015-09-27
00:07:27	Zi Corporation (HK) Ltd.	2001-10-24	2015-09-27
00:21:28	GLOBAL VILLAGE COMMUNICATION	2008-10-25	2015-09-27
00:40:70		2000-11-09	2015-09-27
00:0E:60	360SUN Digital Broadband Corporation	2004-02-12	2015-09-27
FC:8D:3D	Leapfive Tech. Ltd.	2020-08-22	2020-08-22
70:18:8B	Hon Hai Precision Ind. Co.,Ltd.	2013-07-12	2016-05-31
00:1E:06	WIBRAIN	2007-09-29	2015-09-27
B4:AB:2C	MtM Technology Corporation	2013-01-09	2015-09-27
00:22:B4	ARRIS Group, Inc.	2008-10-25	2016-05-19
18:E1:CA	wanze	2019-07-10	2019-07-10
90:9F:33	EFM Networks	2014-07-13	2015-09-27
10:00:20	Apple, Inc.	2021-06-24	2021-06-24
00:03:DE	OTC Wireless	2000-11-09	2015-09-27
20:D7:78	Texas Instruments	2021-05-12	2021-05-12
35:26:24	Extreme Networks, Inc.	
20:FE:CD	System In Frontier Inc.	2010-11-24	2015-09-27
00:01:7D	ThermoQuest	2000-11-09	2015-09-27
94:AE:61	Alcatel Lucent	2011-08-05	2015-09-27
00:D0:1E	PINGTEL CORP.	2000-11-09	2015-09-27
38:01:97		2010-11-24	2015-09-27
98:0C:82	SAMSUNG ELECTRO MECHANICS CO., LTD.	2011-05-07	2016-05-31
48:9B:E2	SCI Innovations Ltd	2011-08-05	2015-09-27
44:70:0B	IFFU	2013-07-12	2015-09-27
1C:77:F6	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD	2016-04-01	2016-04-01
28:3B:96	Cool Control LTD	2014-01-12	2015-09-27
00:EE:AB	Cisco Systems, Inc	2018-10-30	2018-10-30
00:0D:CF	Cidra Corp.	2004-02-12	2015-09-27
00:1B:5E	BPL Limited	2007-02-09	2015-09-27
04:B3:B6	Seamap (UK) Ltd	2010-01-05	2015-09-27
44:D2:44	Seiko Epson Corporation	2015-01-23	2015-09-27
80:C5:F2	AzureWave Technology Inc.	2017-09-10	2017-09-10
B8:3A:7B	Worldplay (Canada) Inc.	2011-03-17	2015-09-27
00:0A:E7	ELIOP S.A.	2002-10-14	2015-09-27
00:19:3E	ADB Broadband Italia	2006-08-15	2015-09-27
F0:A3:B2	Hui Zhou Gaoshengda Technology Co.,LTD	2021-01-16	2021-01-16
E4:9E:12	FREEBOX SAS	2016-08-05	2016-08-05
18:4C:AE	CONTINENTAL	2020-12-03	2020-12-03
00:06:DF	AIDONIC Corporation	2001-10-24	2015-09-27
54:7D:CD	Texas Instruments	2017-08-20	2017-08-20
00:05:80		2001-06-04	2015-09-27
00:06:3A	Dura Micro, Inc.	2001-06-04	2015-09-27
00:12:A4	ThingMagic, LLC	2004-10-21	2015-09-27
5C:15:15	ADVAN	2014-05-27	2015-09-27
00:19:72		2006-08-27	2015-09-27
00:90:E4	NEC AMERICA, INC.	1998-04-22	2015-09-27
00:40:CE	NET-SOURCE, INC.	2000-11-09	2015-09-27
54:09:8D	deister electronic GmbH	2014-08-20	2015-09-27
30:44:49	PLATH GmbH	2013-01-09	2015-09-27
D4:9A:A0	VNPT TECHNOLOGY	2019-10-16	2019-10-16
48:A1:95	Apple, Inc.	2017-02-21	2017-02-21
F4:9E:EF	Taicang T&W Electronics	2016-02-10	2016-02-10
54:39:DF	HUAWEI TECHNOLOGIES CO.,LTD	2013-11-12	2015-09-27
54:F6:C5	FUJIAN STAR-NET COMMUNICATION CO.,LTD	2015-11-15	2015-11-15
08:CC:68	Cisco Systems, Inc	2013-03-10	2015-09-27
9C:5D:95	VTC Electronics Corp.	2011-03-17	2015-09-27
24:A8:7D	Panasonic Automotive Systems Asia Pacific(Thailand)Co.,Ltd.	2013-11-12	2015-09-27
B4:DE:31	Cisco Systems, Inc	2017-10-11	2017-10-11
38:C7:0A	WiFiSong	2015-01-23	2015-09-27
A8:6D:5F	Raisecom Technology CO., LTD	2018-11-27	2018-11-27
F4:4D:30	Elitegroup Computer Systems Co.,Ltd.	2015-07-23	2015-09-27
00:08:92		2001-12-14	2015-09-27
78:36:07	Cermate Technologies Inc.	2018-11-02	2018-11-02
1C:C0:35	PLANEX COMMUNICATIONS INC.	2015-12-11	2015-12-11
64:99:68		2013-01-09	2015-09-27
64:E0:03	Hui Zhou Gaoshengda Technology Co.,LTD	2020-11-12	2020-11-12
08:74:F6	Winterhalter Gastronom GmbH	2014-02-25	2015-09-27
29:23:35	Samsung Electronics Co.,Ltd	
00:D0:DE	PHILIPS MULTIMEDIA NETWORK	2000-11-09	2015-09-27
F8:BB:BF	eero inc.	2016-11-16	2016-11-16
D8:10:CB	Andrea Informatique	2020-08-25	2020-08-25
6C:99:61	Sagemcom Broadband SAS	2020-04-09	2020-04-09
F0:15:B9	PlayFusion Limited	2016-09-22	2016-09-22
B4:EF:FA	Lemobile Information Technology (Beijing) Co., Ltd.	2016-06-27	2016-06-27
98:4A:47	CHG Hospital Beds	2011-09-24	2015-09-27
00:0E:05	WIRELESS MATRIX CORP.	2004-02-12	2015-09-27
5C:F9:6A	HUAWEI TECHNOLOGIES CO.,LTD	2014-05-27	2015-10-12
1C:88:0C	Shenzhen Skyworth  Digital  Technology  CO., Ltd	2021-06-03	2021-06-03
00:0E:6D	Murata Manufacturing Co., Ltd.	2004-02-12	2015-09-27
D8:88:CE	RF Technology Pty Ltd	2015-05-31	2015-09-27
00:0C:00	BEB Industrie-Elektronik AG	2003-02-07	2015-09-27
60:EB:5A	Asterfusion Data Technologies Co.,Ltd	2020-06-10	2020-06-10
60:7E:C9	Apple, Inc.	2020-04-09	2020-04-09
00:07:3C	Telecom Design	2001-10-24	2015-09-27
B8:63:4D	Apple, Inc.	2017-05-23	2017-05-23
14:3F:27	Noccela Oy	2017-02-21	2017-02-21
A4:91:B1	Technicolor Delivery Technologies Belgium NV	2017-05-23	2021-06-08
A8:37:59	Huawei Device Co., Ltd.	2020-06-06	2020-06-06
D0:66:7B	Samsung Electronics Co.,Ltd	2011-03-18	2015-09-27
34:2B:70	Arris	2020-08-25	2020-08-25
00:1D:0F	TP-LINK TECHNOLOGIES CO.,LTD.	2007-06-25	2015-09-27
00:06:9F	Kuokoa Networks	2001-06-04	2015-09-27
00:90:1E	Selesta Ingegneria S.p.A.	2000-11-09	2015-09-27
00:E0:67	eac AUTOMATION-CONSULTING GmbH	1980-01-01	2015-09-27
00:05:F9	TOA Corporation	2001-06-04	2015-09-27
00:24:5C	Design-Com Technologies Pty. Ltd.	2008-12-03	2015-09-27
20:67:B1	Pluto inc.	2012-06-14	2015-09-27
00:C0:95	ZNYX Networks, Inc.	1980-01-01	2016-04-11
00:06:F0	Digeo, Inc.	2001-10-24	2015-09-27
00:0D:16	UHS Systems Pty Ltd	2003-06-01	2015-09-27
5C:0C:E6	Nintendo Co.,Ltd	2021-04-09	2021-04-09
8C:C8:F4	IEEE Registration Authority	2016-10-30	2016-10-30
3C:F7:2A	Nokia Corporation	2010-02-21	2015-09-27
B0:99:D7	Samsung Electronics Co.,Ltd	2021-12-15	2021-12-15
00:60:6F	CLARION CORPORATION OF AMERICA	1980-01-01	2015-09-27
00:08:29	Allradio Co., Ltd	2001-12-14	2019-08-07
E8:18:63	IEEE Registration Authority	2014-08-20	2016-04-27
B4:17:A8	Facebook Technologies, LLC	2021-12-23	2021-12-23
A0:4F:85	LG Electronics (Mobile Communications)	2019-12-04	2019-12-04
10:E4:C2	Samsung Electronics Co.,Ltd	2021-02-23	2021-02-23
34:BA:75	Everest Networks, Inc	2015-09-27	2018-06-25
00:12:82		2004-10-10	2015-09-27
B4:39:39	Shenzhen TINNO Mobile Technology Corp.	2019-07-19	2019-07-19
D0:92:FA	Fiberhome Telecommunication Technologies Co.,LTD	2018-07-17	2018-07-17
7C:84:37	China Post Communications Equipment Co., Ltd.	2021-06-04	2021-06-04
00:07:EB	Cisco Systems, Inc	2001-10-24	2015-09-27
00:06:77		2001-06-04	2015-09-27
00:20:8F	ECI Telecom Ltd.	1980-01-01	2019-07-01
4C:3B:74	VOGTEC(H.K.) Co., Ltd	2010-11-24	2015-09-27
E0:AC:F1	Cisco Systems, Inc	2014-07-13	2015-09-27
7C:70:BC	IEEE Registration Authority	2014-04-02	2016-04-27
00:1A:7B	Teleco, Inc.	2006-11-29	2015-09-27
D4:CB:AF	Nokia Corporation	2010-07-01	2015-09-27
C8:EE:08	TANGTOP TECHNOLOGY CO.,LTD	2010-07-06	2015-09-27
88:C3:6E	Beijing Ereneben lnformation Technology Limited	2011-10-14	2015-09-27
00:21:09	ISDN SYSTEMS CORPORATION	2008-03-04	2015-09-27
00:0B:F6	Nitgen Co., Ltd	2003-02-07	2015-09-27
00:A0:98	NetApp	1980-01-01	2019-01-25
00:80:DF	ADC CODENOLL TECHNOLOGY CORP.	1998-04-22	2015-09-27
00:23:57	Pitronot Technologies and Engineering P.T.E. Ltd.	2008-10-25	2015-09-27
34:C0:F9	Rockwell Automation	2016-04-01	2016-04-01
00:16:32	Samsung Electronics Co.,Ltd	2005-10-29	2015-09-27
BC:E9:E2	Brocade Communications Systems LLC	2022-02-10	2022-02-10
00:23:18	Toshiba	2008-10-25	2015-09-27
00:11:F9	Nortel Networks	2004-08-04	2016-04-27
AC:48:2D	Ralinwi Nanjing Electronic Technology Co., Ltd.	2016-04-30	2016-04-30
24:01:6F	Huawei Device Co., Ltd.	2020-08-20	2020-08-20
60:81:2B	Astronics Custom Control Concepts	2014-02-25	2020-10-07
00:80:74		1980-01-01	2015-09-27
00:6C:BC	Cisco Systems, Inc	2016-03-01	2016-03-01
00:06:72		2001-06-04	2015-09-27
24:11:25	Hutek Co., Ltd.	2012-04-08	2015-09-27
CC:D4:2E	Arcadyan Corporation	2019-12-03	2019-12-03
2C:2D:48	bct electronic GesmbH	2012-03-01	2016-01-16
00:0B:5A	HyperEdge	2002-10-14	2015-09-27
00:20:18	Datum Systems, Inc.	1980-01-01	2015-09-27
7C:EC:B1	Apple, Inc.	2022-02-17	2022-02-17
00:33:6C	SynapSense Corporation	2010-07-01	2015-09-27
00:20:1A	MRV Communications, Inc.	1980-01-01	2015-09-27
00:1E:E3	T&W Electronics (ShenZhen) Co.,Ltd	2007-12-31	2015-09-27
48:D8:90	FN-LINK TECHNOLOGY LIMITED	2020-09-08	2020-09-08
5C:56:ED	3pleplay Electronics Private Limited	2011-03-17	2015-09-27
60:D1:AA	Vishal Telecommunications Pvt Ltd	2012-05-26	2015-09-27
00:90:C4	JAVELIN SYSTEMS, INC.	2000-11-09	2015-09-27
02:60:8C	3COM	2000-11-09	2018-06-25
68:05:CA	Intel Corporate	2011-05-07	2015-09-27
94:02:30	Logitech	2021-08-10	2021-08-10
00:24:41	Wanzl Metallwarenfabrik GmbH	2008-11-09	2015-09-27
B4:A8:28	Shenzhen Concox Information Technology Co., Ltd	2014-08-20	2015-09-27
C8:6C:B6	Optcom Co., Ltd.	2010-01-05	2015-09-27
08:D0:9F	Cisco Systems, Inc	2011-09-24	2015-09-27
AA:38:C7		2017-09-13	2017-09-13
EC:F4:0C	Cisco Systems, Inc	2021-04-15	2021-04-15
00:51:26	TELKOM SA, LTD.	
0C:5A:19	Axtion Sdn Bhd	2011-08-05	2015-09-27
60:54:64		2011-03-17	2020-02-05
F0:13:C1	Hannto Technology Co., Ltd	2020-08-12	2020-08-12
D8:BB:C1	Micro-Star INTL CO., LTD.	2020-12-05	2020-12-05
CC:22:37	IEEE Registration Authority	2017-06-17	2017-06-17
00:26:44	Thomson Telecom Belgium	2010-01-05	2015-09-27
F8:CA:85	NEC Corporation	2021-05-29	2021-05-29
00:12:94		2004-10-10	2015-09-27
F0:1B:6C	vivo Mobile Communication Co., Ltd.	2015-12-03	2015-12-03
00:06:6D	Compuprint S.P.A.	2001-06-04	2015-09-27
6C:B2:AE	Cisco Systems, Inc	2017-09-06	2017-09-06
00:0B:57	Silicon Laboratories	2002-10-14	2015-09-27
44:28:A3	Jiangsu fulian  Communication Technology Co., Ltd.	2018-08-20	2018-08-20
B8:25:9A	Thalmic Labs 	2018-08-11	2018-08-11
00:22:2F	Open Grid Computing, Inc.	2008-10-25	2015-09-27
18:80:CE	Barberry Solutions Ltd	2010-04-11	2015-09-27
A4:9B:4F	HUAWEI TECHNOLOGIES CO.,LTD	2018-06-25	2018-06-25
18:86:3A	DIGITAL ART SYSTEM	2012-06-14	2015-09-27
00:20:6D	DATA RACE, INC.	1980-01-01	2015-09-27
00:D0:F8	FUJIAN STAR TERMINAL	2000-11-09	2015-09-27
60:DA:23	Estech Co.,Ltd	2010-11-24	2015-09-27
00:D0:EE	DICTAPHONE CORPORATION	2000-11-09	2015-09-27
FC:0F:E6	Sony Interactive Entertainment Inc.	2010-11-24	2016-04-27
C4:F5:A5	Kumalift Co., Ltd.	2016-05-14	2016-05-14
00:B0:52	Atheros Communications	2000-11-09	2015-09-27
00:1E:D8	Digital United Inc.	2007-12-31	2015-09-27
00:24:A2	Hong Kong Middleware Technology Limited	2008-12-16	2015-09-27
30:0D:2A	Zhejiang Wellcom Technology Co.,Ltd.	2014-04-02	2015-09-27
DC:5E:36	Paterson Technology	2013-09-12	2015-09-27
78:31:C1	Apple, Inc.	2013-12-13	2015-09-27
30:CB:F8	Samsung Electronics Co.,Ltd	2015-12-03	2015-12-03
00:1D:6D	Confidant International LLC	2007-08-18	2015-09-27
00:11:38	TAISHIN CO., LTD.	2004-06-05	2015-09-27
7C:DA:C3	Sichuan Tianyi Comheart Telecom Co.,LTD	2021-12-07	2021-12-07
98:06:37	IEEE Registration Authority	2019-05-20	2019-05-20
60:07:7C	Jala Group	2020-06-12	2020-06-12
00:12:98		2004-10-21	2015-09-27
64:74:F6	Shooter Detection Systems	2016-05-31	2016-05-31
00:1C:6C	30805	2007-05-13	2016-02-10
00:05:29	Shanghai Broadan Communication Technology Co., Ltd	2001-02-02	2015-09-27
00:01:C2	ARK Research Corp.	2000-11-09	2015-09-27
7C:BB:8A	Nintendo Co., Ltd.	2015-09-27	2015-11-15
2C:73:A0	Cisco Systems, Inc	2018-11-20	2018-11-20
FC:83:99	Avaya Inc	2012-04-08	2017-03-26
00:06:88		2001-06-04	2015-09-27
00:1A:73	Gemtek Technology Co., Ltd.	2006-11-29	2015-09-27
38:A2:8C	SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.	2016-04-01	2016-04-01
74:EB:80	Samsung Electronics Co.,Ltd	2018-02-18	2018-02-18
75:21:14	Apple, Inc.	
24:B6:B8	FRIEM SPA	2010-03-14	2015-09-27
00:30:75		2000-11-09	2015-09-27
08:97:34		2017-12-28	2017-12-28
DC:F8:B9	zte corporation	2019-05-23	2019-05-23
A4:79:E4	KLINFO Corp	2010-02-21	2015-09-27
84:85:E6	Guangdong Asano Technology CO.,Ltd.	2018-11-01	2018-11-01
2C:A9:F0	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD	2018-08-16	2018-08-16
00:11:81		2004-06-05	2015-09-27
28:BB:59	RNET Technologies, Inc.	2013-11-12	2015-09-27
00:31:25	Cisco Systems, Inc	
34:F7:16	TP-LINK TECHNOLOGIES CO.,LTD.	2020-11-11	2020-11-11
00:D2:B1	TPV Display Technology (Xiamen) Co.,Ltd.	2019-08-08	2019-08-08
00:0B:25	Aeluros	2002-10-14	2015-09-27
00:19:A5	RadarFind Corporation	2006-09-25	2015-09-27
F0:18:98	Apple, Inc.	2017-12-28	2017-12-28
00:90:97		2000-11-09	2015-09-27
0C:FE:45	Sony Interactive Entertainment Inc.	2015-04-04	2016-04-27
00:02:E8	E.D.&A.	2000-11-09	2015-09-27
00:06:BD	BNTECHNOLOGY Co., Ltd.	2001-06-04	2015-09-27
00:A0:9F	COMMVISION CORP.	1980-01-01	2015-09-27
68:F8:95	Redflow Limited	2011-05-07	2015-09-27
84:DB:AC	HUAWEI TECHNOLOGIES CO.,LTD	2014-09-21	2015-10-12
74:94:3D	AgJunction	2012-07-16	2015-09-27
CC:16:7E	Cisco Systems, Inc	2016-03-01	2016-03-01
34:CF:F6	Intel Corporate	2020-01-11	2020-01-11
4C:2E:5E	Samsung Electronics Co.,Ltd	2022-01-12	2022-01-12
01:21:14	FISHER CONTROLS	
34:FC:A1	Micronet union Technology(Chengdu)Co., Ltd.	2021-03-02	2021-03-02
00:0E:4A	Changchun Huayu WEBPAD Co.,LTD	2004-02-12	2015-09-27
00:22:60		2008-10-25	2015-09-27
B0:C8:AD	People Power Company	2010-01-05	2015-09-27
20:B5:C6	Mimosa Networks	2013-01-09	2015-09-27
00:12:2F	Sanei Electric Inc.	2004-09-02	2015-09-27
CC:90:E8	Shenzhen YOUHUA Technology Co., Ltd	2017-02-21	2017-02-21
00:18:3A	Westell Technologies Inc.	2006-06-13	2016-04-11
E4:AA:5D	Cisco Systems, Inc	2015-07-23	2015-09-27
24:79:2A	Ruckus Wireless	2017-02-21	2017-02-21
00:21:5C	Intel Corporate	2008-10-25	2015-09-27
00:02:56	Alpha Processor, Inc.	2000-11-09	2015-09-27
D0:67:E5	Dell Inc.	2011-05-07	2015-10-25
00:DB:70	Apple, Inc.	2017-05-23	2017-05-23
B8:BC:5B	Samsung Electronics Co.,Ltd	2018-09-24	2018-09-24
00:02:48	Pilz GmbH & Co.	2000-11-09	2015-09-27
00:04:E5	Glonet Systems, Inc.	2001-01-24	2015-09-27
00:1D:A9	Castles Technology, Co., LTD	2007-08-18	2015-09-27
00:60:1D	LUCENT TECHNOLOGIES	1980-01-01	2015-09-27
64:B8:53	Samsung Electronics Co.,Ltd	2014-08-20	2015-11-15
2C:21:D7	IMAX Corporation	2015-12-03	2018-07-04
00:18:EB	Blue Zen Enterprises Private Limited	2006-07-09	2015-09-27
44:D5:CC	Amazon Technologies Inc.	2021-04-20	2021-04-20
00:0C:AE	Ailocom Oy	2003-04-11	2015-09-27
00:07:48	The Imaging Source Europe	2001-10-24	2015-09-27
25:37:45	HUAWEI TECHNOLOGIES CO.,LTD	
00:0B:34	ShangHai Broadband Technologies CO.LTD	2002-10-14	2015-09-27
00:21:31	J125, NATIONAL SECURITY AGENCY	2008-10-25	2015-09-27
B8:6C:E8	Samsung Electronics Co.,Ltd	2014-01-12	2015-09-27
3C:D7:DA	SK Mtek microelectronics(shenzhen)limited	2012-07-28	2015-09-27
60:4A:1C	SUYIN Corporation	2013-03-10	2015-09-27
98:77:CB	Vorteks ED	2021-08-11	2021-08-11
B0:1F:29	Helvetia INC.	2017-03-26	2017-03-26
68:F1:25	Data Controls Inc.	2011-07-26	2019-05-22
38:F8:89	HUAWEI TECHNOLOGIES CO.,LTD	2014-05-27	2015-10-12
B8:D7:AF	Murata Manufacturing Co., Ltd.	2017-02-21	2017-02-21
44:F4:E7	Cohesity Inc	2020-03-21	2020-03-21
88:09:05	MTMCommunications	2013-03-10	2015-09-27
00:22:5C	Multimedia & Communication Technology	2008-10-25	2015-09-27
20:1F:31	Inteno Broadband Technology AB	2018-07-19	2018-07-19
F8:3C:BF	BOTATO ELECTRONICS SDN BHD	2019-05-30	2019-05-30
00:04:8F	TD Systems Corporation	2000-12-04	2015-09-27
B8:B8:1E	Intel Corporate	2015-02-19	2015-09-27
00:B8:C2	Heights Telecom T ltd	2018-02-11	2018-02-11
08:C7:29	Apple, Inc.	2021-04-17	2021-04-17
00:16:C0	Semtech Corporation	2005-12-10	2015-09-27
6C:24:A6	vivo Mobile Communication Co., Ltd.	2019-08-20	2019-08-20
74:42:7F	AVM Audiovisuelles Marketing und Computersysteme GmbH	2020-07-06	2020-07-06
00:E0:D6	COMPUTER & COMMUNICATION RESEARCH LAB.	1980-01-01	2015-09-27
00:1F:48	Mojix Inc.	2007-12-31	2015-09-27
00:18:FE	Hewlett Packard	2006-07-14	2015-10-12
6C:2D:24	Zhen Shi Information Technology (Shanghai) Co., Ltd.	2020-08-12	2020-08-12
7C:B1:77	Satelco AG	2014-07-13	2015-09-27
00:16:02	Cisco Systems, Inc	2005-10-01	2015-09-27
74:86:0B	Cisco Systems, Inc	2017-07-01	2017-07-01
78:45:01	Biamp Systems	2017-03-26	2017-03-26
08:92:04		2021-11-16	2021-11-16
EC:C0:6A	PowerChord Group Limited	2017-08-04	2017-08-04
E8:FC:AF	NETGEAR	2014-04-02	2017-05-23
00:1A:F6	Woven Systems, Inc.	2007-01-06	2015-09-27
00:1C:8C	DIAL TECHNOLOGY LTD.	2007-05-13	2015-09-27
18:E7:77	vivo Mobile Communication Co., Ltd.	2019-09-19	2021-07-27
